"Date","Price","Open","High","Low","Vol.","Change %"
"05/30/2023","144.37","145.47","145.82","144.20","","-0.74%"
"05/29/2023","145.44","145.91","146.53","145.30","","-0.30%"
"05/26/2023","145.88","144.01","146.17","143.81","","1.34%"
"05/25/2023","143.95","144.27","144.58","143.74","","-0.19%"
"05/24/2023","144.22","146.91","146.91","143.82","","-1.83%"
"05/23/2023","146.91","148.24","148.24","146.91","","-0.92%"
"05/22/2023","148.28","148.19","148.55","147.89","","0.07%"
"05/19/2023","148.17","147.23","148.68","147.23","","0.65%"
"05/18/2023","147.22","146.90","147.68","146.86","","0.62%"
"05/17/2023","146.32","145.93","146.64","145.64","","0.01%"
"05/16/2023","146.31","146.42","147.08","146.04","","-0.34%"
"05/15/2023","146.81","147.17","147.31","146.38","","0.10%"
"05/12/2023","146.67","146.69","147.17","146.45","","0.36%"
"05/11/2023","146.14","146.51","147.12","145.43","","0.08%"
"05/10/2023","146.02","146.62","146.75","145.58","","-0.28%"
"05/09/2023","146.43","146.89","146.89","145.70","","-0.54%"
"05/08/2023","147.22","146.80","147.44","146.62","","0.40%"
"05/05/2023","146.63","145.63","146.64","144.99","","1.15%"
"05/04/2023","144.96","145.70","145.70","144.14","","-0.66%"
"05/03/2023","145.93","145.80","146.41","145.80","","0.30%"
"05/02/2023","145.49","147.50","147.79","145.37","","-1.32%"
"05/01/2023","147.43","147.47","147.47","147.35","","0.05%"
"04/28/2023","147.35","147.29","147.73","145.72","","0.21%"
"04/27/2023","147.04","146.43","147.35","146.03","","0.41%"
"04/26/2023","146.44","147.53","147.53","145.65","","-0.81%"
"04/25/2023","147.63","148.26","148.26","147.22","","-0.55%"
"04/24/2023","148.45","148.31","148.76","148.00","","-0.02%"
"04/21/2023","148.48","147.82","148.49","147.21","","0.49%"
"04/20/2023","147.75","148.19","148.19","147.29","","-0.30%"
"04/19/2023","148.20","148.09","148.31","147.58","","-0.17%"
"04/18/2023","148.45","148.16","148.98","148.00","","0.46%"
"04/17/2023","147.77","148.19","148.64","147.71","","-0.16%"
"04/14/2023","148.00","147.42","148.24","147.34","","0.70%"
"04/13/2023","146.97","146.58","147.00","146.35","","0.56%"
"04/12/2023","146.15","146.05","147.35","145.87","","0.16%"
"04/11/2023","145.92","145.88","146.18","145.55","","0.68%"
"04/10/2023","144.93","144.95","144.95","144.93","","-0.03%"
"04/07/2023","144.98","144.98","144.98","144.98","","0.00%"
"04/06/2023","144.98","144.55","145.07","144.47","","0.31%"
"04/05/2023","144.53","145.22","145.39","144.18","","-0.61%"
"04/04/2023","145.42","145.82","146.57","145.36","","0.08%"
"04/03/2023","145.30","145.69","145.91","145.10","","-0.22%"
"03/31/2023","145.62","144.79","145.89","144.38","","0.66%"
"03/30/2023","144.67","143.53","144.84","143.53","","1.30%"
"03/29/2023","142.81","141.81","142.87","141.52","","1.38%"
"03/28/2023","140.87","141.90","142.10","140.57","","-0.01%"
"03/27/2023","140.88","140.90","141.47","140.11","","1.02%"
"03/24/2023","139.46","141.28","141.28","138.55","","-1.77%"
"03/23/2023","141.98","141.39","142.19","140.54","","0.13%"
"03/22/2023","141.80","141.53","142.34","141.15","","0.13%"
"03/21/2023","141.62","140.61","142.36","140.61","","1.55%"
"03/20/2023","139.46","137.18","140.00","135.11","","1.19%"
"03/17/2023","137.82","140.82","141.40","137.14","","-1.32%"
"03/16/2023","139.66","139.17","140.11","136.83","","1.56%"
"03/15/2023","137.52","141.90","142.15","137.19","","-3.23%"
"03/14/2023","142.11","139.79","142.44","139.27","","1.84%"
"03/13/2023","139.54","143.38","143.38","138.53","","-2.71%"
"03/10/2023","143.43","143.75","144.11","142.47","","-1.48%"
"03/09/2023","145.58","145.65","145.93","144.75","","-0.19%"
"03/08/2023","145.85","145.28","146.07","145.22","","0.07%"
"03/07/2023","145.75","146.64","147.26","145.70","","-0.80%"
"03/06/2023","146.93","147.07","147.37","146.47","","0.28%"
"03/03/2023","146.52","145.35","146.64","145.35","","1.22%"
"03/02/2023","144.75","143.39","144.79","143.08","","0.35%"
"03/01/2023","144.24","145.21","145.99","144.00","","-0.51%"
"02/28/2023","144.98","144.66","145.72","144.42","","-0.21%"
"02/27/2023","145.29","144.18","145.82","144.18","","1.37%"
"02/24/2023","143.33","145.85","146.11","143.30","","-1.42%"
"02/23/2023","145.39","145.36","146.18","145.17","","0.28%"
"02/22/2023","144.98","144.99","145.20","143.87","","-0.36%"
"02/21/2023","145.50","145.75","146.11","144.44","","-0.45%"
"02/20/2023","146.16","146.56","146.66","145.83","","-0.03%"
"02/17/2023","146.21","145.59","146.60","144.74","","-0.32%"
"02/16/2023","146.68","146.80","147.28","145.78","","0.38%"
"02/15/2023","146.13","144.77","146.23","144.76","","0.79%"
"02/14/2023","144.98","145.29","146.23","144.72","","0.05%"
"02/13/2023","144.91","143.79","144.96","143.75","","0.98%"
"02/10/2023","143.50","144.98","144.98","142.62","","-1.31%"
"02/09/2023","145.40","144.89","146.22","144.89","","0.90%"
"02/08/2023","144.11","144.72","145.34","144.11","","0.07%"
"02/07/2023","144.01","144.24","144.41","143.63","","-0.05%"
"02/06/2023","144.08","145.11","145.11","143.49","","-1.06%"
"02/03/2023","145.62","144.65","145.63","144.02","","0.36%"
"02/02/2023","145.10","143.00","145.23","143.00","","1.87%"
"02/01/2023","142.44","142.19","142.92","142.08","","0.32%"
"01/31/2023","141.99","141.94","142.08","140.86","","-0.12%"
"01/30/2023","142.16","141.98","142.36","141.18","","-0.32%"
"01/27/2023","142.61","142.31","142.71","141.89","","0.22%"
"01/26/2023","142.29","142.10","142.66","142.04","","0.51%"
"01/25/2023","141.57","142.04","142.18","140.73","","-0.38%"
"01/24/2023","142.11","142.41","142.63","141.57","","0.01%"
"01/23/2023","142.09","141.33","142.24","141.29","","0.76%"
"01/20/2023","141.02","140.45","141.13","140.34","","0.72%"
"01/19/2023","140.01","141.96","142.04","140.00","","-1.87%"
"01/18/2023","142.68","142.53","143.22","142.46","","0.26%"
"01/17/2023","142.31","141.83","142.77","141.38","","0.20%"
"01/16/2023","142.03","141.79","142.13","141.40","","0.40%"
"01/13/2023","141.46","140.96","141.72","140.84","","0.43%"
"01/12/2023","140.86","140.05","141.35","140.05","","0.74%"
"01/11/2023","139.82","139.05","140.17","139.01","","0.71%"
"01/10/2023","138.83","138.83","138.97","138.36","","-0.49%"
"01/09/2023","139.51","138.41","139.83","138.33","","1.18%"
"01/06/2023","137.88","136.59","137.91","136.09","","1.12%"
"01/05/2023","136.35","136.27","136.87","135.97","","-0.13%"
"01/04/2023","136.53","134.71","136.60","134.71","","1.82%"
"01/03/2023","134.09","133.11","135.13","133.11","","0.81%"
"01/02/2023","133.01","131.79","133.09","131.79","","1.57%"
"12/30/2022","130.96","132.04","132.16","130.90","","-1.31%"
"12/29/2022","132.70","130.94","132.72","130.78","","1.02%"
"12/28/2022","131.36","132.11","132.37","131.26","","-0.48%"
"12/27/2022","132.00","132.45","132.74","131.81","","0.33%"
"12/23/2022","131.57","131.64","132.18","131.06","","-0.02%"
"12/22/2022","131.60","133.07","133.60","131.42","","-1.00%"
"12/21/2022","132.93","131.17","132.99","131.10","","1.67%"
"12/20/2022","130.75","129.99","131.11","129.61","","-0.27%"
"12/19/2022","131.10","131.14","131.83","131.06","","0.15%"
"12/16/2022","130.91","131.97","132.24","130.39","","-1.07%"
"12/15/2022","132.33","135.32","135.35","132.19","","-2.96%"
"12/14/2022","136.37","136.20","136.46","135.57","","-0.12%"
"12/13/2022","136.53","134.85","138.05","134.42","","1.51%"
"12/12/2022","134.50","134.45","134.87","134.15","","-0.49%"
"12/09/2022","135.16","134.55","135.19","133.93","","0.84%"
"12/08/2022","134.03","134.24","134.35","133.56","","-0.10%"
"12/07/2022","134.17","134.54","134.89","133.91","","-0.53%"
"12/06/2022","134.88","135.43","135.82","134.44","","-0.65%"
"12/05/2022","135.76","136.18","136.29","135.59","","-0.40%"
"12/02/2022","136.31","136.07","136.79","135.10","","-0.04%"
"12/01/2022","136.37","135.78","136.87","135.78","","0.87%"
"11/30/2022","135.20","134.76","135.60","134.74","","0.67%"
"11/29/2022","134.30","134.71","135.04","134.16","","-0.07%"
"11/28/2022","134.39","135.06","135.24","134.15","","-0.82%"
"11/25/2022","135.50","135.38","135.73","135.05","","0.10%"
"11/24/2022","135.37","134.65","135.66","134.65","","0.56%"
"11/23/2022","134.62","134.19","134.72","133.77","","0.47%"
"11/22/2022","133.99","133.13","134.19","132.88","","0.57%"
"11/21/2022","133.23","133.53","133.68","132.70","","-0.28%"
"11/18/2022","133.61","132.38","133.80","132.38","","1.05%"
"11/17/2022","132.22","132.75","133.50","131.21","","-0.37%"
"11/16/2022","132.71","134.08","134.18","132.47","","-1.06%"
"11/15/2022","134.13","133.64","134.68","133.35","","0.37%"
"11/14/2022","133.64","133.21","134.49","133.21","","0.38%"
"11/11/2022","133.14","132.94","133.94","132.75","","0.45%"
"11/10/2022","132.54","128.65","132.65","127.95","","2.98%"
"11/09/2022","128.71","129.01","129.01","127.96","","-0.24%"
"11/08/2022","129.02","127.70","129.13","127.19","","1.00%"
"11/07/2022","127.74","126.51","128.02","126.37","","0.57%"
"11/04/2022","127.01","124.96","127.78","124.96","","2.25%"
"11/03/2022","124.22","124.11","124.35","123.25","","-0.94%"
"11/02/2022","125.40","126.22","126.59","125.29","","-0.37%"
"11/01/2022","125.86","126.04","127.11","125.52","","0.62%"
"10/31/2022","125.09","125.27","125.41","124.68","","0.12%"
"10/28/2022","124.94","123.77","124.99","123.37","","0.06%"
"10/27/2022","124.86","124.51","125.32","123.71","","-0.12%"
"10/26/2022","125.01","124.22","125.09","123.54","","0.52%"
"10/25/2022","124.36","122.72","124.37","122.05","","1.91%"
"10/24/2022","122.03","121.09","122.72","120.33","","1.56%"
"10/21/2022","120.16","119.82","120.56","118.52","","-0.65%"
"10/20/2022","120.95","120.16","121.30","119.63","","0.39%"
"10/19/2022","120.48","121.39","121.60","120.26","","-0.49%"
"10/18/2022","121.07","120.88","122.34","120.83","","0.93%"
"10/17/2022","119.95","117.91","120.43","117.36","","1.85%"
"10/14/2022","117.77","118.27","119.81","117.60","","0.84%"
"10/13/2022","116.79","115.35","117.03","113.50","","0.75%"
"10/12/2022","115.92","116.48","116.99","115.50","","-0.40%"
"10/11/2022","116.39","116.81","116.90","115.41","","-0.50%"
"10/10/2022","116.98","116.48","118.23","116.41","","-0.48%"
"10/07/2022","117.54","118.89","119.59","117.50","","-1.79%"
"10/06/2022","119.68","120.81","121.24","119.25","","-0.42%"
"10/05/2022","120.19","121.09","121.44","119.59","","-1.18%"
"10/04/2022","121.63","117.97","121.64","117.97","","3.82%"
"10/03/2022","117.16","115.58","117.26","114.03","","0.94%"
"09/30/2022","116.07","114.76","116.22","114.75","","1.44%"
"09/29/2022","114.42","116.40","116.40","113.59","","-1.96%"
"09/28/2022","116.71","115.81","116.83","113.96","","0.22%"
"09/27/2022","116.45","117.02","118.36","116.41","","-0.21%"
"09/26/2022","116.70","116.70","117.79","116.20","","-0.24%"
"09/23/2022","116.98","119.51","119.51","116.22","","-2.13%"
"09/22/2022","119.52","121.18","121.73","119.51","","-1.92%"
"09/21/2022","121.86","120.88","121.94","119.92","","0.74%"
"09/20/2022","120.97","122.66","123.71","120.85","","-1.33%"
"09/19/2022","122.60","122.69","123.12","121.04","","-0.10%"
"09/16/2022","122.72","124.37","124.37","122.53","","-1.51%"
"09/15/2022","124.60","125.50","126.10","124.35","","-0.76%"
"09/14/2022","125.56","125.81","126.60","124.96","","-0.70%"
"09/13/2022","126.45","129.23","129.81","126.43","","-1.76%"
"09/12/2022","128.72","126.77","129.01","126.71","","1.96%"
"09/09/2022","126.25","124.50","126.57","124.50","","1.66%"
"09/08/2022","124.19","124.33","124.46","122.19","","0.46%"
"09/07/2022","123.62","122.71","123.86","122.34","","0.03%"
"09/06/2022","123.58","123.29","124.42","122.66","","0.21%"
"09/05/2022","123.32","123.08","123.49","121.79","","-1.30%"
"09/02/2022","124.94","122.92","125.04","122.54","","2.40%"
"09/01/2022","122.01","123.31","123.32","121.86","","-1.91%"
"08/31/2022","124.38","126.18","126.28","124.35","","-1.00%"
"08/30/2022","125.64","126.20","127.67","125.19","","-0.17%"
"08/29/2022","125.86","125.69","126.30","124.95","","-1.03%"
"08/26/2022","127.17","130.23","130.40","126.92","","-1.88%"
"08/25/2022","129.61","130.04","130.39","129.08","","0.28%"
"08/24/2022","129.25","128.25","129.44","127.76","","0.36%"
"08/23/2022","128.78","128.31","129.43","128.31","","-0.22%"
"08/22/2022","129.07","130.44","130.81","128.72","","-1.70%"
"08/19/2022","131.30","131.95","132.40","131.23","","-0.98%"
"08/18/2022","132.60","132.17","132.95","131.95","","0.31%"
"08/17/2022","132.19","134.08","134.13","132.08","","-1.21%"
"08/16/2022","133.81","133.61","134.26","133.30","","0.33%"
"08/15/2022","133.37","133.51","133.64","132.72","","0.26%"
"08/12/2022","133.03","133.03","133.67","132.83","","0.02%"
"08/11/2022","133.00","133.29","133.36","132.49","","0.33%"
"08/10/2022","132.56","130.50","132.71","130.24","","1.21%"
"08/09/2022","130.98","132.05","132.28","130.83","","-0.95%"
"08/08/2022","132.23","132.07","132.87","131.69","","0.77%"
"08/05/2022","131.22","132.52","132.66","131.09","","-0.97%"
"08/04/2022","132.51","131.91","133.22","131.91","","0.62%"
"08/03/2022","131.70","130.81","131.84","130.60","","0.65%"
"08/02/2022","130.85","131.07","131.18","130.23","","-0.54%"
"08/01/2022","131.56","131.78","132.31","131.39","","-0.14%"
"07/29/2022","131.74","130.63","132.08","130.58","","1.56%"
"07/28/2022","129.72","128.90","129.74","128.11","","1.29%"
"07/27/2022","128.07","127.59","128.39","127.46","","0.68%"
"07/26/2022","127.21","127.86","128.02","127.06","","-0.63%"
"07/25/2022","128.02","127.60","128.54","127.34","","0.02%"
"07/22/2022","128.00","127.54","128.75","127.31","","0.13%"
"07/21/2022","127.84","126.98","128.18","126.52","","0.52%"
"07/20/2022","127.18","127.61","128.06","126.28","","-0.14%"
"07/19/2022","127.36","124.15","127.49","123.81","","1.86%"
"07/18/2022","125.03","124.21","125.64","124.21","","1.13%"
"07/15/2022","123.63","121.67","123.73","121.18","","1.96%"
"07/14/2022","121.25","122.81","123.03","120.53","","-1.52%"
"07/13/2022","123.12","123.93","123.93","121.77","","-0.92%"
"07/12/2022","124.26","123.11","124.30","122.27","","0.43%"
"07/11/2022","123.73","123.70","124.38","122.83","","-0.94%"
"07/08/2022","124.91","123.98","124.97","123.29","","0.77%"
"07/07/2022","123.95","122.37","124.03","122.37","","2.00%"
"07/06/2022","121.52","120.29","122.03","120.29","","1.66%"
"07/05/2022","119.54","122.72","123.08","119.47","","-2.22%"
"07/04/2022","122.26","122.62","123.14","122.11","","0.09%"
"07/01/2022","122.15","121.60","122.86","120.52","","0.15%"
"06/30/2022","121.97","123.38","123.38","120.68","","-1.67%"
"06/29/2022","124.04","124.62","124.62","123.16","","-1.03%"
"06/28/2022","125.33","125.33","126.53","125.28","","0.11%"
"06/27/2022","125.19","124.87","126.58","124.57","","0.70%"
"06/24/2022","124.32","121.56","124.50","121.56","","2.40%"
"06/23/2022","121.41","122.65","122.87","120.91","","-1.17%"
"06/22/2022","122.85","123.81","123.81","121.30","","-0.88%"
"06/21/2022","123.94","124.00","125.13","123.79","","0.45%"
"06/20/2022","123.38","122.51","123.38","121.83","","1.02%"
"06/17/2022","122.13","122.07","123.71","121.44","","0.37%"
"06/16/2022","121.68","124.77","125.04","121.37","","-2.95%"
"06/15/2022","125.38","124.91","126.03","124.10","","1.48%"
"06/14/2022","123.55","126.01","126.29","123.50","","-1.13%"
"06/13/2022","124.96","126.71","126.97","124.64","","-2.63%"
"06/10/2022","128.33","131.37","131.39","128.15","","-2.93%"
"06/09/2022","132.21","133.56","134.14","132.13","","-1.63%"
"06/08/2022","134.40","135.51","135.51","133.72","","-0.44%"
"06/07/2022","135.00","135.04","135.16","134.15","","-0.39%"
"06/06/2022","135.53","134.84","136.04","134.84","","1.06%"
"06/03/2022","134.11","135.42","135.43","133.95","","-0.26%"
"06/02/2022","134.46","133.73","134.57","133.73","","0.90%"
"06/01/2022","133.26","135.05","135.05","133.12","","-0.74%"
"05/31/2022","134.26","135.41","135.54","134.12","","-1.27%"
"05/30/2022","135.99","135.42","136.36","135.42","","1.12%"
"05/27/2022","134.48","133.11","134.50","132.77","","1.57%"
"05/26/2022","132.40","130.85","132.58","130.83","","1.22%"
"05/25/2022","130.80","130.90","131.24","129.63","","0.51%"
"05/24/2022","130.14","130.86","131.54","130.11","","-1.33%"
"05/23/2022","131.89","131.58","131.97","130.36","","1.17%"
"05/20/2022","130.36","130.01","131.92","130.01","","0.65%"
"05/19/2022","129.52","129.64","129.70","127.90","","-1.19%"
"05/18/2022","131.08","132.81","133.13","130.92","","-1.14%"
"05/17/2022","132.59","131.31","133.17","131.31","","1.45%"
"05/16/2022","130.69","130.46","131.37","129.93","","-0.23%"
"05/13/2022","130.99","128.93","130.99","128.85","","2.08%"
"05/12/2022","128.32","127.70","128.88","126.19","","-0.85%"
"05/11/2022","129.42","127.49","129.43","126.75","","2.12%"
"05/10/2022","126.73","126.59","128.48","126.59","","0.81%"
"05/09/2022","125.71","129.12","129.58","125.69","","-3.07%"
"05/06/2022","129.69","131.54","131.54","128.73","","-1.79%"
"05/05/2022","132.05","134.72","135.91","131.76","","-0.81%"
"05/04/2022","133.13","134.38","134.59","133.11","","-0.90%"
"05/03/2022","134.34","133.88","134.69","133.44","","0.80%"
"05/02/2022","133.27","134.84","134.84","129.78","","-1.86%"
"04/29/2022","135.79","135.44","136.78","135.44","","0.70%"
"04/28/2022","134.84","134.20","135.90","133.60","","1.34%"
"04/26/2022","133.06","135.21","136.12","133.01","","-1.18%"
"04/25/2022","134.65","136.44","136.44","134.04","","-1.87%"
"04/22/2022","137.21","139.10","139.10","137.18","","-1.88%"
"04/21/2022","139.84","139.27","140.88","139.22","","0.52%"
"04/20/2022","139.11","137.37","139.47","137.28","","1.42%"
"04/19/2022","137.16","137.31","137.61","135.76","","-0.31%"
"04/18/2022","137.59","137.59","137.62","137.58","","-0.04%"
"04/15/2022","137.65","137.65","137.65","137.65","","0.00%"
"04/14/2022","137.65","137.24","137.97","137.03","","0.43%"
"04/13/2022","137.06","136.85","137.09","135.84","","0.02%"
"04/12/2022","137.03","136.90","137.67","135.07","","-0.28%"
"04/11/2022","137.42","138.03","138.56","137.01","","-0.72%"
"04/08/2022","138.42","137.37","138.74","137.37","","1.25%"
"04/07/2022","136.71","137.28","138.56","136.57","","-0.23%"
"04/06/2022","137.03","139.92","139.92","135.95","","-2.09%"
"04/05/2022","139.95","140.68","141.34","139.30","","-0.43%"
"04/04/2022","140.56","139.89","140.73","138.88","","0.64%"
"04/01/2022","139.66","139.08","140.04","138.77","","0.53%"
"03/31/2022","138.92","140.81","141.37","138.87","","-1.28%"
"03/30/2022","140.72","141.79","141.79","140.08","","-0.80%"
"03/29/2022","141.86","138.10","142.58","138.10","","2.81%"
"03/28/2022","137.98","137.50","139.56","137.50","","0.58%"
"03/25/2022","137.18","137.48","138.42","136.77","","-0.16%"
"03/24/2022","137.40","138.12","138.70","136.98","","-0.44%"
"03/23/2022","138.01","140.30","140.30","137.53","","-1.36%"
"03/22/2022","139.91","138.89","140.11","138.79","","0.91%"
"03/21/2022","138.65","138.97","139.48","138.30","","-0.40%"
"03/18/2022","139.21","138.61","139.21","136.53","","0.61%"
"03/17/2022","138.36","138.78","139.17","137.08","","0.25%"
"03/16/2022","138.01","135.07","138.86","135.07","","3.85%"
"03/15/2022","132.89","131.90","133.50","130.06","","-0.23%"
"03/14/2022","133.19","132.02","134.33","131.99","","1.59%"
"03/11/2022","131.10","130.19","133.32","129.22","","1.00%"
"03/10/2022","129.80","132.58","132.76","128.99","","-2.18%"
"03/09/2022","132.69","127.16","132.70","127.16","","6.42%"
"03/08/2022","124.69","123.74","128.31","123.74","","-0.31%"
"03/07/2022","125.08","124.10","127.77","120.79","","-1.26%"
"03/04/2022","126.67","131.35","131.41","126.64","","-4.36%"
"03/03/2022","132.44","135.01","135.97","132.19","","-2.02%"
"03/02/2022","135.17","133.78","136.02","132.47","","0.65%"
"03/01/2022","134.30","138.78","138.97","134.21","","-3.42%"
"02/28/2022","139.05","138.10","139.26","136.06","","-0.54%"
"02/25/2022","139.81","135.86","139.87","135.35","","3.61%"
"02/24/2022","134.94","137.03","137.03","132.56","","-3.50%"
"02/23/2022","139.84","140.77","142.45","139.63","","-0.52%"
"02/22/2022","140.57","138.55","141.53","137.24","","0.09%"
"02/21/2022","140.45","143.97","144.38","139.58","","-2.02%"
"02/18/2022","143.34","144.98","145.44","142.87","","-1.09%"
"02/17/2022","144.92","146.08","146.63","144.40","","-0.71%"
"02/16/2022","145.95","146.38","147.21","145.33","","-0.13%"
"02/15/2022","146.14","143.26","146.19","142.86","","1.94%"
"02/14/2022","143.36","145.17","145.17","141.21","","-2.16%"
"02/11/2022","146.52","147.50","147.50","145.74","","-1.01%"
"02/10/2022","148.02","148.86","149.59","147.13","","-0.45%"
"02/09/2022","148.69","146.25","148.86","146.25","","1.99%"
"02/08/2022","145.79","145.67","146.83","145.03","","0.05%"
"02/07/2022","145.71","145.42","146.01","144.20","","0.73%"
"02/04/2022","144.66","147.32","147.58","144.21","","-1.35%"
"02/03/2022","146.64","148.88","148.93","146.61","","-1.70%"
"02/02/2022","149.17","149.39","150.07","149.16","","0.40%"
"02/01/2022","148.58","147.88","148.86","147.72","","1.21%"
"01/31/2022","146.80","146.66","147.36","145.49","","1.18%"
"01/28/2022","145.09","146.37","146.37","143.10","","-1.05%"
"01/27/2022","146.63","144.25","147.34","143.70","","0.40%"
"01/26/2022","146.04","144.24","146.80","144.24","","1.92%"
"01/25/2022","143.29","143.74","144.37","142.17","","0.51%"
"01/24/2022","142.57","147.85","148.12","141.75","","-4.04%"
"01/21/2022","148.57","149.92","149.92","147.28","","-1.89%"
"01/20/2022","151.43","150.65","151.48","149.78","","0.66%"
"01/19/2022","150.44","149.70","151.53","149.21","","0.11%"
"01/18/2022","150.27","151.65","151.65","149.53","","-1.14%"
"01/17/2022","152.01","151.57","152.23","151.13","","0.55%"
"01/14/2022","151.18","152.15","152.15","150.98","","-1.20%"
"01/13/2022","153.02","153.02","153.63","152.39","","0.00%"
"01/12/2022","153.02","153.15","153.37","152.11","","0.74%"
"01/11/2022","151.89","151.84","152.54","151.41","","1.00%"
"01/10/2022","150.39","153.58","153.58","150.11","","-1.60%"
"01/07/2022","152.84","153.68","153.68","152.13","","-0.51%"
"01/06/2022","153.62","154.01","154.25","152.98","","-1.39%"
"01/05/2022","155.79","155.59","156.10","155.41","","0.19%"
"01/04/2022","155.49","155.56","156.19","155.09","","0.57%"
"01/03/2022","154.61","154.11","155.13","154.11","","0.68%"
"12/31/2021","153.57","153.70","153.77","153.55","","-0.17%"
"12/30/2021","153.83","153.52","154.01","153.47","","0.30%"
"12/29/2021","153.37","153.96","154.13","152.88","","-0.41%"
"12/28/2021","154.00","153.08","154.22","153.08","","0.66%"
"12/27/2021","152.99","151.49","153.16","151.45","","0.75%"
"12/24/2021","151.85","151.99","152.15","151.82","","-0.13%"
"12/23/2021","152.05","150.96","152.18","150.75","","1.02%"
"12/22/2021","150.52","149.27","150.55","148.98","","1.04%"
"12/21/2021","148.97","148.06","149.01","147.65","","1.53%"
"12/20/2021","146.73","146.67","146.97","144.87","","-1.46%"
"12/17/2021","148.90","149.51","149.83","147.80","","-0.82%"
"12/16/2021","150.13","150.86","151.48","150.09","","0.95%"
"12/15/2021","148.72","148.65","149.12","148.38","","0.40%"
"12/14/2021","148.13","150.14","150.54","148.06","","-0.99%"
"12/13/2021","149.61","150.55","151.46","149.49","","-0.39%"
"12/10/2021","150.20","149.87","150.95","149.87","","-0.36%"
"12/09/2021","150.75","151.50","151.62","150.55","","-0.25%"
"12/08/2021","151.13","152.07","152.88","151.13","","-0.67%"
"12/07/2021","152.15","149.22","152.20","149.22","","2.91%"
"12/06/2021","147.85","147.00","148.10","146.06","","1.29%"
"12/03/2021","145.96","147.90","148.27","145.45","","-0.75%"
"12/02/2021","147.06","147.80","148.19","146.21","","-1.53%"
"12/01/2021","149.34","147.28","149.64","147.02","","2.06%"
"11/30/2021","146.33","146.15","147.99","145.32","","-0.95%"
"11/29/2021","147.73","148.35","148.82","147.27","","0.62%"
"11/26/2021","146.82","148.55","149.19","146.70","","-3.97%"
"11/25/2021","152.89","152.65","153.17","152.41","","0.51%"
"11/24/2021","152.12","152.37","153.02","150.95","","-0.09%"
"11/23/2021","152.25","153.54","153.69","151.87","","-1.48%"
"11/22/2021","154.54","155.37","155.57","154.49","","-0.34%"
"11/19/2021","155.07","156.16","156.49","154.49","","-0.55%"
"11/18/2021","155.93","156.53","156.88","155.69","","-0.38%"
"11/17/2021","156.52","156.32","156.71","156.26","","0.09%"
"11/16/2021","156.38","156.39","156.63","156.07","","0.18%"
"11/15/2021","156.10","155.24","156.13","155.24","","0.33%"
"11/12/2021","155.58","155.03","155.60","154.88","","0.34%"
"11/11/2021","155.06","154.49","155.08","154.21","","0.32%"
"11/10/2021","154.56","154.74","154.91","153.93","","-0.06%"
"11/09/2021","154.66","154.74","155.34","154.42","","-0.18%"
"11/08/2021","154.94","154.93","155.33","154.91","","-0.03%"
"11/05/2021","154.99","154.51","155.39","154.51","","0.19%"
"11/04/2021","154.70","154.18","154.74","154.18","","0.56%"
"11/03/2021","153.84","153.23","153.86","153.08","","0.38%"
"11/02/2021","153.25","152.42","153.34","152.41","","0.33%"
"11/01/2021","152.75","152.33","152.95","152.12","","0.79%"
"10/29/2021","151.56","150.75","151.58","149.95","","-0.01%"
"10/28/2021","151.57","150.95","151.62","150.78","","0.32%"
"10/27/2021","151.08","151.24","151.50","150.73","","-0.26%"
"10/26/2021","151.48","150.58","151.62","150.58","","0.64%"
"10/25/2021","150.51","150.83","150.83","150.24","","-0.05%"
"10/22/2021","150.59","149.92","151.06","149.85","","0.72%"
"10/21/2021","149.52","148.82","149.76","148.67","","-0.11%"
"10/20/2021","149.69","148.74","149.77","148.74","","0.25%"
"10/19/2021","149.31","149.02","149.36","148.79","","0.44%"
"10/18/2021","148.65","149.05","149.05","148.01","","-0.59%"
"10/15/2021","149.53","149.01","149.58","148.62","","0.82%"
"10/14/2021","148.31","147.56","148.45","147.22","","1.21%"
"10/13/2021","146.53","145.05","146.79","144.81","","0.79%"
"10/12/2021","145.38","144.00","145.56","143.71","","-0.02%"
"10/11/2021","145.41","145.21","145.56","144.42","","-0.12%"
"10/08/2021","145.58","146.38","146.46","145.57","","-0.46%"
"10/07/2021","146.26","145.23","146.36","145.02","","1.73%"
"10/06/2021","143.77","144.39","144.39","142.23","","-1.24%"
"10/05/2021","145.58","143.76","145.59","143.72","","1.39%"
"10/04/2021","143.58","144.09","144.90","143.58","","-0.79%"
"10/01/2021","144.72","143.48","145.39","142.98","","-0.45%"
"09/30/2021","145.37","146.91","147.25","145.24","","-0.35%"
"09/29/2021","145.88","146.07","146.85","145.69","","0.44%"
"09/28/2021","145.24","148.41","148.46","145.18","","-2.33%"
"09/27/2021","148.70","149.73","150.03","148.55","","-0.13%"
"09/24/2021","148.89","149.87","149.87","148.71","","-0.96%"
"09/23/2021","150.33","149.90","150.78","149.81","","1.08%"
"09/22/2021","148.72","148.11","148.76","147.82","","1.01%"
"09/21/2021","147.24","145.87","147.67","145.87","","1.20%"
"09/20/2021","145.49","147.03","147.03","144.34","","-1.95%"
"09/17/2021","148.38","150.61","150.98","148.22","","-0.88%"
"09/16/2021","149.70","149.20","150.25","149.20","","0.54%"
"09/15/2021","148.90","150.32","150.43","148.84","","-0.94%"
